Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Fraud_Label
19.71,ATM Withdrawal,68434.73,Mobile,Sydney,Restaurants,0,Amex,236,2187.67,Password,0.8988,1
29.94,Bank Transfer,21204.72,Mobile,New York,Travel,0,Discover,35,1339.95,OTP,0.8882,1
18.3,Online,1083.69,Mobile,Tokyo,Clothing,0,Mastercard,239,1169.21,PIN,0.7629,0
33.34,ATM Withdrawal,4358.8,Mobile,New York,Electronics,0,Amex,46,4257.54,Biometric,0.898,1
2.65,ATM Withdrawal,63231.42,Laptop,Tokyo,Electronics,0,Amex,2,2788.96,PIN,0.6463,0
97.88,POS,27699.17,Laptop,Sydney,Restaurants,0,Mastercard,119,2714.75,Biometric,0.0745,0
7.41,ATM Withdrawal,8316.6,Mobile,Mumbai,Travel,0,Visa,164,3201.41,OTP,0.9656,1
3.96,Bank Transfer,27213.94,Mobile,Sydney,Clothing,0,Discover,44,1198.68,Biometric,0.5355,1
101.03,Bank Transfer,34268.43,Tablet,Sydney,Travel,1,Amex,25,4814.77,Biometric,0.5137,0
94.29,ATM Withdrawal,86307.88,Tablet,Sydney,Restaurants,0,Visa,103,2219.62,Password,0.0704,1
139.19,POS,87573.85,Tablet,Sydney,Clothing,0,Visa,148,1537.86,OTP,0.1313,0
335.32,Online,35223.03,Tablet,London,Groceries,0,Visa,207,4287.83,PIN,0.9044,1
213.95,Online,85887.37,Mobile,Sydney,Travel,0,Visa,195,3063.29,Biometric,0.4833,0
151.28,POS,84811.03,Laptop,Sydney,Clothing,0,Mastercard,134,2778.56,Biometric,0.7025,1
35.66,Bank Transfer,78760.47,Laptop,Tokyo,Travel,0,Mastercard,234,1954.31,OTP,0.3993,0
8.18,Bank Transfer,69710.82,Tablet,Mumbai,Clothing,1,Visa,190,4075.29,Password,0.2903,0
49.88,Bank Transfer,38179.4,Laptop,Sydney,Restaurants,0,Mastercard,229,1250.06,OTP,0.0373,0
118.79,ATM Withdrawal,80256.83,Laptop,London,Restaurants,0,Visa,227,1358.79,OTP,0.3105,0
4.83,ATM Withdrawal,58786.45,Laptop,New York,Electronics,0,Amex,163,2685.89,Biometric,0.934,1
82.85,Bank Transfer,92320.59,Mobile,Mumbai,Travel,0,Amex,238,1316.34,OTP,0.2871,0
142.72,Online,85353.72,Tablet,London,Travel,0,Amex,34,559.04,Password,0.2556,0
151.58,POS,36214.75,Laptop,New York,Electronics,1,Discover,1,228.54,OTP,0.6081,0
89.19,Bank Transfer,4656.55,Laptop,Tokyo,Clothing,0,Discover,209,3213.18,Password,0.3581,0
121.44,Online,18723.57,Mobile,Mumbai,Clothing,0,Mastercard,133,1320.66,PIN,0.4561,0
41.83,Bank Transfer,88803.41,Laptop,Tokyo,Clothing,1,Visa,142,2726.18,Password,0.8632,1
249.35,Bank Transfer,50873.72,Tablet,London,Groceries,0,Visa,71,4968.01,PIN,0.1412,0
207.98,ATM Withdrawal,62836.43,Tablet,New York,Groceries,0,Visa,67,4583.53,Biometric,0.1706,1
24.17,Online,1915.05,Mobile,Tokyo,Electronics,0,Visa,52,1193.45,Password,0.4485,0
40.76,ATM Withdrawal,10888.15,Laptop,Mumbai,Electronics,0,Mastercard,87,3035.56,Password,0.8856,1
56.67,Online,27861.61,Mobile,London,Groceries,0,Visa,85,3656.88,OTP,0.1708,0
72.15,ATM Withdrawal,92833.34,Laptop,Mumbai,Electronics,0,Visa,226,4699.6,OTP,0.531,0
21.22,POS,1217.62,Tablet,New York,Clothing,0,Visa,81,1836.76,PIN,0.2901,0
13.51,Online,70093.91,Mobile,Mumbai,Travel,0,Discover,60,3750.35,Password,0.6283,0
11.49,POS,45718.24,Mobile,Sydney,Restaurants,0,Amex,82,3788.32,Biometric,0.34,1
49.64,POS,26012.06,Mobile,Mumbai,Restaurants,0,Visa,216,4808.32,Password,0.3928,0
41.15,Bank Transfer,44747.47,Tablet,Sydney,Groceries,0,Amex,76,3638.73,OTP,0.2046,1
83.14,POS,99943.46,Laptop,Mumbai,Electronics,0,Amex,72,900.65,PIN,0.8611,1
117.98,Online,56065.92,Tablet,Tokyo,Travel,0,Visa,51,1482.77,OTP,0.4767,0
33.28,Online,57713.33,Laptop,Sydney,Restaurants,0,Mastercard,184,2697.93,Biometric,0.8019,0
60.7,ATM Withdrawal,82762.84,Mobile,Sydney,Groceries,1,Amex,233,2309.6,OTP,0.4815,0
83.57,POS,9984.54,Tablet,Sydney,Groceries,0,Mastercard,200,2664.62,OTP,0.7244,1
3.53,Online,3953.33,Mobile,London,Restaurants,0,Amex,67,2883.3,OTP,0.679,0
21.48,Bank Transfer,13553.56,Tablet,New York,Clothing,0,Visa,226,3371.34,PIN,0.2721,0
72.28,Bank Transfer,34528.54,Laptop,Mumbai,Electronics,0,Mastercard,101,2868.31,Biometric,0.474,0
40.42,Bank Transfer,91086.16,Tablet,Sydney,Restaurants,0,Visa,221,543.5,PIN,0.1965,0
30.61,ATM Withdrawal,42503.74,Tablet,New York,Travel,0,Discover,60,3082.28,PIN,0.7121,1
86.93,POS,36918.51,Mobile,Mumbai,Travel,0,Mastercard,216,1304.12,Biometric,0.8015,0
2.86,ATM Withdrawal,28160.04,Mobile,New York,Restaurants,0,Visa,231,1094.7,Password,0.7425,0
38.35,Online,60132.43,Tablet,New York,Clothing,1,Mastercard,177,1235.88,Biometric,0.4551,0
115.2,POS,21109.68,Laptop,Mumbai,Clothing,1,Visa,20,273.71,Biometric,0.2801,0
44.06,POS,66029.77,Laptop,Tokyo,Groceries,0,Amex,73,791.34,OTP,0.0914,0
64.49,POS,1949.28,Mobile,New York,Groceries,0,Amex,74,181.08,Biometric,0.0796,0
176.19,POS,50109.94,Laptop,Mumbai,Clothing,0,Visa,18,822.89,Biometric,0.6883,0
165.67,Online,37426.64,Tablet,Sydney,Groceries,0,Mastercard,78,1914.55,Biometric,0.0902,0
51.05,Bank Transfer,41662.34,Tablet,Mumbai,Restaurants,0,Discover,45,1238.74,OTP,0.421,0
82.24,Bank Transfer,24851.52,Mobile,Sydney,Travel,0,Visa,120,2698.45,Biometric,0.4325,0
75.74,ATM Withdrawal,2461.73,Mobile,Sydney,Groceries,1,Discover,17,4786.58,PIN,0.2291,0
129.11,POS,17642.69,Laptop,New York,Groceries,0,Amex,136,1342.57,Biometric,0.6636,0
27.12,POS,4601.28,Mobile,Mumbai,Groceries,1,Amex,56,4588.96,Biometric,0.6091,0
43.6,Bank Transfer,55357.15,Laptop,London,Travel,0,Mastercard,40,1866.71,PIN,0.1984,1
55.03,Online,92732.44,Tablet,New York,Electronics,1,Mastercard,27,3403.02,Password,0.9496,1
148.41,Online,12380.21,Mobile,London,Clothing,0,Mastercard,135,2385.12,Biometric,0.9466,1
93.57,ATM Withdrawal,48638.4,Mobile,Sydney,Restaurants,0,Visa,31,1282.55,Password,0.3982,0
137.09,Online,56672.17,Tablet,Tokyo,Restaurants,0,Visa,18,771.47,OTP,0.0207,1
22.98,POS,84915.38,Tablet,Mumbai,Restaurants,0,Visa,121,4164.0,Biometric,0.1066,0
22.96,Bank Transfer,33283.86,Mobile,Sydney,Groceries,0,Amex,216,95.19,Password,0.1943,0
112.64,Bank Transfer,58877.72,Mobile,Mumbai,Travel,0,Mastercard,210,1128.69,Password,0.3169,1
22.34,ATM Withdrawal,52000.66,Tablet,Mumbai,Clothing,0,Amex,46,1589.09,PIN,0.8656,1
9.87,Online,26787.08,Mobile,New York,Restaurants,0,Visa,237,539.35,OTP,0.4326,0
82.1,POS,6023.39,Mobile,Mumbai,Electronics,0,Visa,163,2136.46,OTP,0.3427,0
104.77,ATM Withdrawal,43050.94,Tablet,London,Electronics,0,Visa,40,904.46,Biometric,0.5402,1
25.02,POS,17277.43,Mobile,Sydney,Electronics,0,Amex,49,715.63,PIN,0.7424,0
43.58,Bank Transfer,89345.45,Laptop,New York,Groceries,0,Discover,206,3589.09,OTP,0.9588,1
45.53,Online,5035.09,Tablet,Sydney,Clothing,0,Visa,223,4176.95,PIN,0.1836,0
347.42,POS,15650.61,Laptop,New York,Travel,0,Mastercard,188,2551.06,PIN,0.4017,0
174.28,POS,42883.92,Tablet,Sydney,Restaurants,0,Discover,194,2733.47,Password,0.3271,0
27.92,ATM Withdrawal,76587.67,Mobile,Mumbai,Electronics,0,Mastercard,225,104.14,PIN,0.9134,1
129.2,POS,85230.55,Mobile,Sydney,Electronics,0,Mastercard,36,135.04,OTP,0.8627,1
15.21,POS,7687.11,Laptop,Tokyo,Travel,1,Visa,164,2998.37,PIN,0.5818,0
14.99,Online,33833.11,Laptop,Sydney,Clothing,0,Discover,116,1705.22,Biometric,0.6837,1
14.26,POS,59067.65,Tablet,Tokyo,Travel,0,Visa,208,3277.37,OTP,0.2656,0
3.13,ATM Withdrawal,39053.47,Mobile,Tokyo,Electronics,0,Amex,41,4880.03,OTP,0.1055,0
51.13,ATM Withdrawal,89644.47,Mobile,London,Groceries,0,Amex,135,2966.33,OTP,0.0282,0
19.31,Bank Transfer,55304.93,Mobile,New York,Electronics,0,Mastercard,97,1511.45,PIN,0.1361,1
189.97,ATM Withdrawal,72676.18,Tablet,Sydney,Electronics,0,Mastercard,197,614.96,OTP,0.8337,0
45.5,Bank Transfer,60851.27,Mobile,Tokyo,Groceries,0,Amex,194,3101.7,OTP,0.8566,1
57.66,Online,981.39,Mobile,London,Clothing,0,Discover,65,4154.7,PIN,0.8864,1
193.61,Bank Transfer,61629.5,Tablet,Tokyo,Restaurants,0,Visa,149,4992.17,PIN,0.168,0
42.7,POS,28554.26,Tablet,New York,Travel,0,Visa,205,1047.3,Password,0.1977,1
111.07,Online,56651.33,Mobile,Tokyo,Restaurants,1,Mastercard,146,4342.52,OTP,0.3498,0
187.17,ATM Withdrawal,80368.2,Laptop,New York,Groceries,0,Visa,123,4175.13,Password,0.9394,1
171.56,Online,52514.72,Laptop,Sydney,Restaurants,0,Mastercard,189,4298.14,OTP,0.4811,0
84.07,Online,76369.59,Mobile,London,Electronics,0,Mastercard,217,4336.49,PIN,0.4132,0
27.74,Online,951.69,Mobile,Mumbai,Groceries,1,Mastercard,170,2411.24,OTP,0.5238,1
173.9,ATM Withdrawal,26946.4,Mobile,Mumbai,Clothing,0,Amex,79,49.61,Biometric,0.9316,1
20.72,ATM Withdrawal,11001.5,Mobile,New York,Restaurants,0,Amex,38,4007.93,Password,0.2871,0
126.11,ATM Withdrawal,83036.89,Tablet,London,Restaurants,0,Amex,231,3456.9,Biometric,0.0197,0
35.24,ATM Withdrawal,64652.86,Mobile,Mumbai,Electronics,0,Mastercard,27,2994.03,OTP,0.2823,0
384.23,POS,28641.05,Tablet,New York,Restaurants,0,Mastercard,211,2558.84,Biometric,0.2802,0
19.7,ATM Withdrawal,50029.61,Laptop,Tokyo,Electronics,0,Amex,53,2174.85,PIN,0.9072,1
63.85,Online,9204.89,Tablet,Sydney,Travel,0,Visa,59,3339.43,Biometric,0.0009,1
224.43,POS,42964.53,Tablet,London,Clothing,0,Visa,196,320.29,Biometric,0.9127,1
33.61,Online,45896.2,Laptop,Mumbai,Groceries,0,Amex,55,1856.45,OTP,0.5565,0
147.81,POS,94046.7,Laptop,Tokyo,Groceries,0,Mastercard,213,91.0,Biometric,0.9245,1
49.38,Online,74293.4,Tablet,Tokyo,Electronics,0,Visa,35,4859.32,Biometric,0.0745,0
10.21,Bank Transfer,98206.77,Mobile,Sydney,Electronics,1,Mastercard,226,4858.2,Biometric,0.5161,0
66.38,Online,28359.61,Mobile,New York,Restaurants,0,Discover,54,405.3,OTP,0.597,0
131.47,ATM Withdrawal,96436.96,Laptop,New York,Clothing,0,Amex,150,180.31,OTP,0.4587,1
272.83,POS,35217.18,Tablet,Tokyo,Groceries,0,Visa,157,4818.97,Password,0.9174,1
5.05,ATM Withdrawal,2822.96,Laptop,New York,Electronics,0,Mastercard,78,3799.25,Biometric,0.3256,0
4.64,ATM Withdrawal,82254.09,Tablet,New York,Travel,0,Visa,81,882.6,PIN,0.5644,1
24.45,ATM Withdrawal,68888.45,Laptop,London,Electronics,0,Amex,48,4955.42,Biometric,0.7604,0
75.44,POS,13063.75,Tablet,Sydney,Restaurants,0,Mastercard,221,2398.65,Biometric,0.0201,1
42.45,ATM Withdrawal,47408.65,Laptop,London,Travel,1,Mastercard,237,511.04,PIN,0.0628,0
48.05,Online,23618.59,Mobile,Tokyo,Restaurants,0,Mastercard,133,467.42,Biometric,0.5708,0
12.44,Bank Transfer,72443.87,Mobile,Mumbai,Restaurants,1,Discover,88,3752.14,Password,0.8744,1
13.97,POS,94554.44,Tablet,Sydney,Clothing,0,Mastercard,182,4990.44,Password,0.9724,1
264.3,Online,37232.93,Laptop,London,Groceries,0,Discover,125,2652.44,PIN,0.2865,0
10.05,POS,51714.28,Mobile,Mumbai,Restaurants,0,Visa,168,1349.89,Password,0.3587,0
19.78,ATM Withdrawal,24257.88,Laptop,Sydney,Groceries,0,Visa,51,3806.28,Password,0.6544,0
120.64,POS,93782.42,Tablet,London,Restaurants,0,Visa,55,2667.54,Password,0.1796,0
10.78,POS,90804.8,Tablet,Tokyo,Groceries,1,Discover,175,4524.38,Biometric,0.2915,0
144.46,ATM Withdrawal,61488.13,Laptop,New York,Clothing,0,Amex,132,250.08,Password,0.284,0
88.96,POS,55909.96,Tablet,London,Groceries,1,Discover,213,983.31,PIN,0.661,0
130.32,Bank Transfer,89008.92,Tablet,London,Groceries,1,Amex,65,868.74,Password,0.1397,0
132.19,ATM Withdrawal,9834.1,Tablet,London,Restaurants,0,Mastercard,125,3580.2,Password,0.8459,0
96.84,POS,98636.15,Mobile,Sydney,Groceries,0,Visa,97,1643.68,Password,0.3973,0
100.72,POS,99429.1,Mobile,Tokyo,Travel,0,Amex,60,1464.33,Biometric,0.2374,0
36.92,ATM Withdrawal,88944.0,Tablet,Tokyo,Electronics,0,Discover,179,4737.83,Biometric,0.058,0
108.35,Online,84021.96,Laptop,Sydney,Travel,0,Amex,74,2294.98,OTP,0.805,0
138.92,POS,79065.17,Tablet,New York,Restaurants,0,Amex,64,115.7,OTP,0.2835,0
14.15,POS,41556.09,Mobile,London,Groceries,0,Mastercard,54,1759.31,PIN,0.4636,0
163.25,ATM Withdrawal,76492.39,Mobile,New York,Restaurants,0,Discover,144,3166.43,Biometric,0.4429,0
12.45,Online,76226.77,Laptop,Tokyo,Travel,1,Discover,235,2406.84,PIN,0.4886,0
17.68,POS,3232.89,Laptop,London,Electronics,0,Discover,131,2332.91,Biometric,0.1354,0
47.47,Bank Transfer,88891.14,Mobile,New York,Electronics,0,Mastercard,235,4124.77,OTP,0.4117,1
68.71,ATM Withdrawal,98107.1,Tablet,Sydney,Travel,0,Discover,165,719.11,Password,0.1876,1
1.79,Bank Transfer,81081.37,Laptop,Mumbai,Groceries,0,Visa,209,436.3,Password,0.8234,0
257.96,POS,98416.64,Mobile,New York,Electronics,0,Discover,139,345.89,Password,0.2225,0
109.03,POS,31840.99,Tablet,Tokyo,Groceries,0,Amex,199,4913.59,OTP,0.1134,0
53.25,Online,16778.32,Tablet,London,Restaurants,0,Amex,31,519.39,Password,0.1746,0
112.79,ATM Withdrawal,17918.19,Mobile,Sydney,Groceries,0,Amex,185,3554.64,OTP,0.3724,1
139.47,POS,81255.15,Tablet,Tokyo,Restaurants,0,Mastercard,209,1591.54,Biometric,0.0033,0
61.63,Bank Transfer,83945.16,Laptop,Mumbai,Restaurants,0,Visa,20,1467.94,Biometric,0.4675,0
29.33,POS,77088.11,Tablet,Tokyo,Clothing,0,Visa,10,2139.4,Biometric,0.6922,0
309.57,Bank Transfer,78961.0,Laptop,New York,Clothing,0,Amex,34,2406.15,OTP,0.3446,1
138.97,ATM Withdrawal,86518.4,Laptop,Sydney,Restaurants,1,Amex,179,1430.12,Biometric,0.911,1
82.54,Online,68072.25,Mobile,Tokyo,Groceries,0,Visa,182,4565.13,PIN,0.3536,0
127.77,POS,86748.49,Laptop,London,Travel,0,Mastercard,19,3138.45,PIN,0.0974,0
28.33,Bank Transfer,1976.26,Mobile,Tokyo,Travel,0,Mastercard,212,3828.75,Password,0.319,1
132.62,ATM Withdrawal,60756.33,Tablet,Tokyo,Travel,0,Mastercard,113,477.77,Biometric,0.7042,0
163.08,Bank Transfer,47423.4,Mobile,Sydney,Restaurants,0,Discover,71,3793.6,PIN,0.7537,1
176.05,Bank Transfer,70372.34,Mobile,Tokyo,Groceries,0,Discover,48,3595.89,Password,0.526,0
197.84,POS,69594.91,Tablet,Mumbai,Travel,0,Discover,147,1420.78,OTP,0.0591,0
14.62,Bank Transfer,68583.35,Mobile,Mumbai,Electronics,0,Discover,197,478.45,PIN,0.8735,1
248.94,ATM Withdrawal,54443.87,Tablet,London,Clothing,0,Mastercard,89,2594.43,Biometric,0.2806,0
84.1,Bank Transfer,57825.57,Mobile,New York,Travel,0,Visa,37,1379.19,OTP,0.8728,1
38.59,Bank Transfer,35803.66,Mobile,Mumbai,Groceries,0,Amex,169,629.07,PIN,0.5075,0
87.24,POS,60280.81,Tablet,New York,Clothing,0,Mastercard,34,4000.74,Biometric,0.9513,1
7.43,Bank Transfer,68966.01,Tablet,London,Restaurants,0,Discover,23,1509.54,OTP,0.292,0
81.49,Bank Transfer,34354.77,Laptop,Sydney,Electronics,0,Discover,124,508.87,Biometric,0.1773,1
55.74,ATM Withdrawal,80410.4,Laptop,Mumbai,Restaurants,1,Mastercard,64,2828.61,PIN,0.5416,1
30.34,Online,43121.95,Laptop,New York,Electronics,0,Discover,139,95.61,Biometric,0.7642,0
281.76,Bank Transfer,96202.49,Tablet,London,Clothing,0,Visa,151,335.82,PIN,0.7673,1
190.34,Online,77323.92,Tablet,Sydney,Clothing,0,Visa,158,4209.8,Password,0.6682,0
39.45,ATM Withdrawal,95361.49,Laptop,New York,Groceries,0,Discover,213,3605.07,Password,0.1267,0
1.21,Online,47709.22,Laptop,Tokyo,Groceries,0,Mastercard,67,3139.28,OTP,0.3315,0
13.39,Online,28123.21,Laptop,Mumbai,Clothing,0,Visa,199,436.85,Password,0.8537,1
71.42,ATM Withdrawal,44821.62,Tablet,Sydney,Restaurants,0,Visa,113,3592.84,Password,0.2332,0
10.0,POS,56101.66,Laptop,New York,Electronics,1,Visa,74,1275.53,Biometric,0.9416,1
16.76,POS,76304.43,Mobile,Sydney,Electronics,0,Discover,153,4735.19,OTP,0.7271,0
311.23,Online,39686.52,Mobile,Sydney,Electronics,0,Mastercard,226,4378.68,Password,0.5802,0
112.49,POS,7913.58,Tablet,Tokyo,Restaurants,0,Discover,58,2352.11,Password,0.9597,1
28.54,ATM Withdrawal,65315.02,Laptop,Mumbai,Clothing,0,Visa,49,4498.41,Biometric,0.0161,1
173.16,POS,45209.93,Laptop,Sydney,Clothing,0,Visa,239,3335.01,OTP,0.2505,0
242.77,POS,42067.3,Laptop,Tokyo,Clothing,0,Discover,64,922.25,PIN,0.8981,1
83.04,ATM Withdrawal,43261.55,Laptop,New York,Restaurants,0,Mastercard,35,4245.48,Biometric,0.0104,0
162.25,Bank Transfer,60564.18,Tablet,London,Travel,0,Discover,206,4583.68,PIN,0.5079,0
3.63,Bank Transfer,83548.97,Laptop,Mumbai,Travel,1,Mastercard,183,2393.34,PIN,0.315,0
157.77,ATM Withdrawal,80850.64,Tablet,Tokyo,Electronics,0,Mastercard,202,3769.18,PIN,0.9915,1
489.35,Online,57284.48,Tablet,London,Restaurants,0,Amex,222,2041.25,OTP,0.3086,0
85.73,POS,23779.01,Laptop,Sydney,Restaurants,0,Amex,120,3221.32,PIN,0.6995,0
118.31,Bank Transfer,78062.81,Laptop,Sydney,Groceries,0,Amex,202,4938.65,PIN,0.3178,1
134.75,Online,4178.52,Mobile,London,Restaurants,0,Discover,31,803.56,OTP,0.458,0
77.22,ATM Withdrawal,58781.86,Tablet,Tokyo,Electronics,0,Discover,151,3180.74,OTP,0.8173,0
31.53,Bank Transfer,41904.31,Laptop,London,Clothing,0,Visa,127,1929.58,Password,0.9783,1
174.34,Bank Transfer,83368.15,Laptop,Sydney,Restaurants,1,Discover,123,754.04,PIN,0.3646,0
102.28,POS,41804.12,Tablet,London,Travel,0,Mastercard,219,4460.74,Password,0.9454,1
128.85,POS,13982.43,Laptop,Mumbai,Clothing,0,Mastercard,214,3488.86,PIN,0.0321,0
33.03,Online,80487.49,Laptop,London,Travel,0,Mastercard,88,4772.94,OTP,0.5667,0
0.96,Bank Transfer,59984.49,Mobile,Sydney,Clothing,0,Mastercard,95,1743.63,PIN,0.215,0
0.33,POS,13120.11,Tablet,Tokyo,Travel,1,Discover,136,1784.69,OTP,0.3524,0
75.05,ATM Withdrawal,56994.35,Tablet,London,Groceries,0,Amex,42,4370.16,OTP,0.1265,0
3.2,Bank Transfer,74420.72,Tablet,Tokyo,Groceries,0,Mastercard,42,3886.77,Biometric,0.1395,0
27.78,POS,40638.17,Tablet,Tokyo,Electronics,0,Amex,199,4407.7,OTP,0.3209,0
69.41,Bank Transfer,31662.66,Tablet,New York,Restaurants,0,Discover,47,4691.52,PIN,0.9964,1
94.05,POS,56492.49,Laptop,London,Travel,0,Visa,70,4607.17,PIN,0.4326,1
154.15,Bank Transfer,54594.72,Laptop,Tokyo,Travel,0,Amex,72,4940.9,Password,0.6008,0
226.11,ATM Withdrawal,84271.26,Tablet,New York,Travel,0,Discover,123,1982.57,PIN,0.5324,0
42.58,POS,56569.67,Laptop,New York,Travel,0,Mastercard,237,3989.55,Password,0.3708,1
62.87,Online,56714.27,Tablet,Mumbai,Restaurants,0,Discover,103,1025.16,PIN,0.9587,1
0.75,Bank Transfer,22753.43,Tablet,London,Travel,0,Visa,190,3575.6,Biometric,0.3514,0
191.24,ATM Withdrawal,19855.95,Laptop,Tokyo,Travel,0,Amex,15,3349.69,Password,0.2632,1
67.66,POS,88275.65,Tablet,Mumbai,Groceries,0,Amex,36,1704.04,Biometric,0.636,0
327.61,Online,90646.74,Tablet,Sydney,Restaurants,0,Mastercard,47,4184.89,Password,0.8538,1
27.73,ATM Withdrawal,7478.8,Tablet,Mumbai,Electronics,0,Mastercard,20,1122.66,Biometric,0.2517,0
417.51,POS,81404.92,Tablet,London,Travel,0,Discover,102,4018.51,OTP,0.7331,0
427.47,Online,3420.72,Laptop,Mumbai,Electronics,0,Amex,200,4754.49,Password,0.1752,1
4.81,POS,28909.11,Laptop,Tokyo,Electronics,0,Mastercard,84,1212.32,PIN,0.3884,0
33.78,Online,78209.69,Mobile,London,Electronics,1,Amex,215,3495.27,OTP,0.0225,0
102.86,POS,8698.75,Laptop,Sydney,Restaurants,0,Visa,39,577.45,Biometric,0.5656,0
90.47,Bank Transfer,49271.08,Tablet,London,Clothing,0,Mastercard,186,3518.41,Password,0.3658,1
31.96,Online,62106.91,Laptop,New York,Groceries,0,Amex,192,208.11,PIN,0.0389,0
58.49,POS,87088.11,Tablet,Sydney,Restaurants,0,Amex,126,2258.92,Password,0.7864,0
185.97,Online,1303.01,Laptop,London,Clothing,0,Amex,74,1604.28,PIN,0.9148,1
26.42,POS,87047.86,Laptop,Mumbai,Restaurants,0,Visa,192,3222.66,Password,0.0777,0
2.96,POS,97683.67,Mobile,Sydney,Groceries,0,Visa,214,582.34,Biometric,0.5252,0
104.34,Online,45342.05,Laptop,Sydney,Restaurants,0,Amex,94,3992.76,Password,0.368,0
162.25,Bank Transfer,9875.03,Laptop,New York,Groceries,0,Visa,131,4348.04,OTP,0.727,0
11.86,POS,55033.64,Mobile,Sydney,Restaurants,0,Amex,91,3462.0,OTP,0.043,0
79.4,Online,74905.62,Tablet,Tokyo,Electronics,1,Amex,214,1947.91,PIN,0.0178,1
274.4,ATM Withdrawal,81697.59,Mobile,Tokyo,Restaurants,0,Mastercard,162,4542.04,Password,0.2823,0
98.23,Bank Transfer,31552.59,Laptop,Tokyo,Electronics,0,Amex,228,3898.81,Biometric,0.6672,0
38.04,POS,82433.31,Tablet,Sydney,Clothing,0,Mastercard,236,3316.17,PIN,0.1069,0
110.1,ATM Withdrawal,86293.7,Laptop,Mumbai,Groceries,0,Discover,113,3535.54,OTP,0.333,0
23.38,Online,25213.1,Tablet,Mumbai,Travel,0,Visa,105,3462.95,PIN,0.1315,0
114.46,POS,27760.59,Laptop,Tokyo,Clothing,0,Amex,177,4314.3,Biometric,0.0919,0
56.56,ATM Withdrawal,69469.58,Mobile,Sydney,Groceries,1,Amex,214,1159.4,Biometric,0.1344,0
10.93,POS,25611.65,Tablet,London,Clothing,0,Mastercard,200,4028.64,Password,0.2704,0
26.67,ATM Withdrawal,79940.66,Laptop,Tokyo,Travel,0,Amex,206,1908.97,Biometric,0.1866,0
278.37,Bank Transfer,13336.77,Mobile,New York,Groceries,0,Amex,50,1800.33,Password,0.3926,0
4.07,ATM Withdrawal,75942.97,Tablet,New York,Travel,0,Discover,67,2981.16,OTP,0.408,1
58.85,POS,51736.11,Laptop,London,Travel,0,Visa,95,492.99,Biometric,0.3835,0
375.61,POS,14226.15,Mobile,Mumbai,Clothing,0,Discover,25,1317.34,OTP,0.1147,1
110.6,POS,17409.14,Mobile,Tokyo,Restaurants,0,Mastercard,236,4046.0,OTP,0.2084,1
1.99,POS,4919.2,Laptop,Tokyo,Restaurants,0,Visa,104,4742.7,PIN,0.6482,1
316.8,ATM Withdrawal,84045.08,Laptop,Sydney,Travel,0,Mastercard,222,3568.88,OTP,0.7562,0
95.18,POS,40110.95,Tablet,Sydney,Clothing,0,Amex,31,188.5,PIN,0.7714,0
44.26,ATM Withdrawal,43874.11,Mobile,London,Restaurants,0,Discover,179,1925.67,Password,0.5926,0
60.14,Bank Transfer,82297.69,Laptop,Mumbai,Groceries,0,Mastercard,122,4138.13,Biometric,0.4519,0
124.25,Online,20706.59,Laptop,London,Electronics,0,Amex,167,4443.22,Password,0.7983,0
19.06,Bank Transfer,40445.23,Mobile,London,Restaurants,0,Visa,120,3990.8,Biometric,0.9508,1
11.4,Online,88849.43,Mobile,London,Electronics,0,Mastercard,219,3090.63,Password,0.8624,1
71.32,Online,21338.76,Mobile,Tokyo,Travel,0,Discover,129,1720.58,PIN,0.0979,0
17.77,POS,18351.13,Mobile,London,Clothing,0,Amex,128,4839.97,Biometric,0.7617,0
79.38,Bank Transfer,22587.04,Tablet,New York,Electronics,0,Amex,22,3778.53,PIN,0.9176,1
57.45,Bank Transfer,35944.74,Laptop,New York,Electronics,0,Mastercard,163,352.74,OTP,0.4196,0
124.31,POS,26649.96,Laptop,New York,Groceries,0,Amex,31,3248.48,OTP,0.0853,1
10.48,Online,82488.53,Laptop,Tokyo,Groceries,0,Discover,29,1213.02,Biometric,0.7519,0
14.82,ATM Withdrawal,5017.19,Mobile,Mumbai,Travel,0,Amex,102,4977.05,Biometric,0.8537,1
15.88,POS,29873.26,Mobile,Sydney,Electronics,0,Mastercard,179,3722.08,Password,0.8419,0
138.75,Bank Transfer,33996.6,Mobile,Sydney,Electronics,0,Amex,170,1521.77,PIN,0.9393,1
10.92,Online,61013.94,Tablet,Tokyo,Restaurants,0,Discover,19,2500.44,Password,0.027,0
156.82,Bank Transfer,56676.36,Tablet,New York,Restaurants,0,Visa,157,920.27,Biometric,0.6913,0
2.01,ATM Withdrawal,73544.12,Mobile,Mumbai,Clothing,0,Mastercard,183,327.88,Password,0.9868,1
39.74,POS,12597.34,Mobile,London,Groceries,1,Discover,124,1755.18,PIN,0.5032,0
80.25,Bank Transfer,49170.76,Laptop,London,Travel,0,Discover,70,877.27,OTP,0.3548,0
0.42,Bank Transfer,70959.09,Tablet,Tokyo,Restaurants,0,Discover,10,1692.07,Password,0.5263,0
64.03,POS,87062.46,Laptop,New York,Groceries,0,Visa,27,1151.48,Biometric,0.2065,0
